Age,IQ,CGPA,Years_of_Experience,Package_LPA
40,134,7.16,1,15.35
40,113,8.11,5,23.13
27,124,6.08,1,13.69
31,82,7.33,14,40.21
41,119,5.54,9,27.41
58,155,8.48,9,33.73
39,132,8.86,12,38.82
35,110,7.94,14,40.97
26,102,8.71,14,41.91
30,151,8.45,3,20.91
36,144,9.61,13,42.61
31,134,7.39,2,17.11
55,158,7.69,5,24.1
28,91,6.86,6,23.45
48,80,6.76,9,30.23
23,90,9.09,6,27.1
22,130,9.64,13,41.28
34,145,6.55,4,19.73
49,124,7.1,6,24.11
23,151,6.76,13,38.33
21,110,9.27,2,19.73
35,132,9.74,14,43.83
40,124,9.51,2,20.05
42,146,5.07,12,33.61
54,120,5.86,13,37.13
53,107,9.48,14,45.03
29,141,7.63,2,17.16
23,81,6.89,11,34.34
22,151,7.03,14,40.44
24,144,9.12,2,19.1
36,100,9.06,11,37.22
53,94,9.14,2,20.11
29,134,9.24,10,35.08
58,87,5.35,7,24.35
38,99,8.78,9,32.41
36,156,8.05,10,34.84
28,143,6.27,9,29.68
43,118,7.96,11,35.69
56,86,8.42,10,34.91
23,136,7.86,1,16.0
35,154,6.76,4,20.25
58,110,6.22,12,35.31
53,113,5.43,7,24.43
38,154,5.28,14,37.81
43,130,6.76,11,34.61
23,135,6.18,10,31.54
50,108,7.47,13,39.32
37,142,7.82,2,17.57
52,112,6.9,11,34.59
27,124,6.9,14,39.49
59,85,8.74,0,15.2
34,116,5.03,6,22.12
35,132,9.99,0,17.22
32,81,7.2,12,35.63
28,136,7.94,14,42.17
36,130,6.22,12,34.88
54,118,6.05,9,29.01
44,101,8.36,6,26.02
49,158,9.86,13,43.1
36,122,9.54,8,32.04
25,117,9.66,11,37.8
25,143,7.54,11,34.99
50,116,6.79,14,40.6
25,117,8.83,6,27.01
33,150,7.71,8,29.63
55,110,9.07,11,37.8
45,123,8.49,6,27.84
34,93,6.82,10,31.37
46,131,5.34,7,24.32
38,146,6.47,6,23.72
40,84,9.15,13,41.15
54,121,7.31,4,20.64
27,86,9.11,4,22.8
30,97,8.49,14,42.39
35,136,6.54,8,27.45
37,153,7.21,7,26.23
31,123,8.28,14,42.58
54,140,9.39,6,27.98
47,142,5.2,1,13.11
41,111,9.96,5,27.43
51,107,7.04,5,23.09
24,83,5.65,7,23.86
37,94,6.66,2,15.54
40,81,8.98,8,31.58
45,102,7.87,1,16.01
43,138,5.55,5,20.45
35,102,6.94,4,19.39
53,105,5.28,5,19.76
39,113,5.33,13,36.69
35,92,6.1,0,11.63
25,119,6.76,12,35.88
36,130,8.47,12,38.5
52,89,5.09,6,21.48
42,118,6.58,6,24.06
52,83,6.79,1,13.86
33,131,6.55,8,27.26
58,135,5.71,5,21.13
46,106,9.3,12,39.81
37,87,6.61,12,35.87
25,132,9.22,0,15.02
53,92,5.95,4,19.03
47,125,8.61,9,33.72
25,115,6.0,13,36.36
57,122,6.71,12,36.05
27,114,8.39,6,26.25
38,130,7.74,9,31.63
51,142,6.33,11,33.93
26,147,9.41,14,43.92
22,92,7.36,12,36.19
33,126,8.94,7,29.99
31,85,9.31,3,20.92
46,97,7.25,8,29.15
41,87,6.67,11,34.19
22,120,7.77,4,20.86
40,140,5.41,2,13.92
37,99,8.42,0,14.32
36,135,8.77,8,31.28
25,81,5.53,2,13.27
34,145,6.48,14,39.6
44,111,8.84,10,34.93
24,101,6.58,9,29.52
44,120,8.07,2,18.49
29,89,8.01,6,25.47
23,118,6.3,11,32.75
29,124,8.83,2,19.23
38,84,7.47,11,35.65
56,91,5.6,5,20.16
39,111,5.51,4,18.04
44,119,9.59,14,44.2
24,97,6.91,8,28.35
29,153,7.77,13,39.74
53,143,8.2,7,27.78
21,80,8.62,1,15.83
55,132,7.07,1,14.76
30,121,7.44,0,13.13
32,117,8.65,0,14.81
38,96,8.29,10,33.73
34,141,8.09,0,14.17
30,107,6.94,5,22.0
30,101,9.83,6,28.67
38,125,5.92,8,26.97
44,117,5.58,0,9.98
21,111,6.43,3,16.54
50,134,6.26,11,33.65
35,88,9.8,6,27.53
28,129,5.04,6,21.67
55,116,9.4,12,40.61
38,144,7.03,14,41.53
36,158,7.84,2,18.3
41,123,8.47,4,22.81
35,139,5.22,10,29.54
25,108,7.59,7,26.69
27,142,5.2,13,35.73
27,155,5.49,4,17.94
47,105,8.14,1,15.19
45,124,6.37,7,26.07
42,114,5.71,1,12.35
33,157,5.25,11,32.06
37,86,9.02,1,17.14
33,146,8.17,5,25.03
46,132,5.16,11,30.88
29,120,8.17,9,31.75
25,83,5.52,8,25.95
59,81,6.64,4,20.29
53,114,8.3,1,16.16
24,112,6.42,6,23.5
48,129,8.79,10,34.57
46,92,7.59,6,25.62
24,86,6.25,4,18.43
36,118,7.78,4,22.31
57,128,5.17,5,20.68
42,82,7.19,4,20.88
56,96,6.63,8,28.4
58,104,7.09,4,20.28
55,93,8.06,14,42.03
45,84,7.12,7,26.68
28,150,7.77,14,41.4
37,112,5.56,3,16.12
38,130,6.55,8,26.85
32,96,7.11,14,40.22
53,140,5.27,11,31.96
43,110,9.74,5,26.43
32,94,9.53,13,42.47
31,119,6.67,2,16.58
33,144,8.14,7,27.24
55,99,7.37,7,26.59
47,113,7.81,9,32.19
45,144,5.61,0,10.46
23,111,7.71,7,27.12
45,101,6.27,14,39.15
30,141,8.06,2,18.39
37,124,8.84,13,40.48
23,90,9.51,11,38.29
42,112,5.17,14,37.39
58,117,7.62,4,21.41
34,144,7.04,0,12.18
47,142,6.12,9,30.14
40,117,6.32,4,18.69
38,152,9.12,1,18.38
33,92,8.69,5,24.71
26,127,9.52,5,26.03
30,103,8.92,1,16.82
57,115,5.28,11,32.12
49,99,5.56,12,34.28
26,122,8.4,3,20.84
59,136,8.29,6,27.15
31,144,9.46,7,30.42
45,139,7.63,14,41.93
50,122,7.88,8,29.88
40,144,7.61,0,13.63
57,125,8.4,6,27.35
36,141,6.98,10,32.69
51,149,8.07,14,43.38
49,105,7.45,6,25.52
26,108,9.73,11,37.47
49,120,7.1,13,39.61
52,94,5.64,3,17.02
29,98,9.11,12,38.59
57,152,7.52,8,30.64
43,138,5.8,2,15.11
36,107,9.64,14,43.5
38,94,5.61,8,26.42
39,137,5.34,5,20.05
22,132,6.34,3,16.97
30,121,8.27,10,33.72
32,107,5.56,7,24.13
38,152,9.84,1,19.5
39,98,7.68,7,27.74
58,150,7.87,13,40.47
57,156,9.75,14,45.32
47,81,7.34,0,13.05
34,97,8.48,14,42.92
54,119,5.18,11,31.79
22,132,5.18,11,30.94
53,87,8.72,2,18.75
39,88,9.69,11,37.16
47,156,8.62,2,18.96
50,100,5.77,7,25.09
27,123,9.14,6,27.33
47,139,7.96,10,34.66
41,150,5.33,12,34.89
27,110,6.93,0,12.27
45,92,8.87,2,19.99
58,124,6.03,11,34.16
38,81,9.12,1,17.88
53,113,7.87,12,38.35
53,148,7.25,5,24.1
52,145,5.01,7,24.0
45,141,6.3,14,40.56
34,126,9.09,10,35.86
58,81,5.53,0,10.02
58,151,7.54,6,25.91
24,116,5.16,6,20.94
38,159,6.3,6,23.75
30,142,5.83,12,34.45
55,135,7.08,2,17.09
55,125,7.98,1,16.93
43,142,7.19,12,36.68
45,87,9.1,0,15.61
21,134,5.85,14,38.12
38,122,8.1,1,16.18
35,102,9.3,3,20.96
45,95,8.0,9,31.04
52,131,7.25,3,19.67
40,133,8.68,8,30.68
37,155,5.46,5,20.89
31,116,9.83,7,31.27
33,146,6.69,2,15.55
45,97,6.0,5,21.17
40,138,9.8,1,18.39
45,80,5.03,7,23.88
51,98,8.94,0,15.8
21,92,7.1,9,30.12
36,112,9.05,2,20.32
48,101,9.3,14,44.38
41,106,6.58,12,35.77
50,129,9.45,9,34.85
23,156,9.95,5,27.19
54,151,9.74,14,45.04
26,132,7.64,10,33.64
49,139,6.0,5,22.02
23,129,9.04,6,27.09
53,145,9.71,13,43.74
31,103,9.81,2,20.47
25,148,9.36,7,28.86
52,87,6.07,6,22.56
38,99,8.23,5,24.33
40,145,9.61,7,30.94
59,149,7.44,4,22.17
48,138,9.08,9,33.85
33,159,5.52,9,29.69
46,126,8.86,5,26.04
36,115,5.32,5,20.24
45,81,7.76,2,17.33
30,143,7.14,1,13.88
49,157,5.92,12,36.34
58,117,7.19,6,24.88
40,105,8.6,9,32.89
46,99,8.81,5,25.71
52,83,9.61,1,18.43
59,144,8.49,3,21.81
58,93,9.98,2,20.45
44,114,6.43,2,15.39
51,131,5.77,14,39.28
32,102,5.49,7,23.92
56,99,7.92,11,36.08
30,106,6.73,1,13.18
26,120,6.02,13,37.32
27,157,6.06,6,23.38
51,115,6.73,1,14.57
47,83,8.43,6,26.23
28,105,8.01,12,38.1
23,119,8.96,8,30.57
41,159,6.59,14,40.48
21,153,8.57,8,30.47
35,145,9.35,10,35.53
27,152,9.19,3,21.38
35,82,8.3,4,22.1
45,143,9.25,7,30.67
23,108,5.44,9,27.04
50,133,7.39,13,40.99
34,86,6.4,6,23.09
24,104,7.45,3,18.65
56,103,5.63,12,34.31
23,122,5.55,1,11.62
25,85,5.55,1,11.29
45,94,5.46,5,20.78
51,158,7.44,8,29.9
31,119,5.6,1,11.75
28,140,9.2,10,36.11
46,100,6.43,4,19.96
22,137,9.79,2,21.23
48,111,7.84,3,18.89
30,91,8.17,11,36.21
59,88,8.11,1,17.0
57,99,6.67,12,35.85
59,94,9.35,5,27.49
41,156,9.96,1,19.55
48,87,5.81,2,14.09
58,100,7.46,8,29.31
53,124,7.52,14,41.72
31,119,8.91,14,43.59
21,85,7.15,10,31.01
53,90,8.39,14,42.9
23,143,6.79,5,22.41
46,121,5.31,12,33.71
35,138,7.3,10,33.6
34,87,8.77,9,32.5
43,151,8.24,5,24.51
28,134,7.63,0,13.86
56,118,9.57,4,24.42
40,130,7.41,6,25.48
26,134,6.81,10,32.08
53,155,6.98,13,39.46
48,82,8.62,4,22.71
58,122,6.64,8,27.97
50,124,8.2,9,31.91
37,159,6.93,11,34.72
29,95,7.88,14,41.43
48,84,6.15,8,27.48
27,119,5.99,1,13.08
48,155,7.7,7,28.08
37,146,6.34,8,27.45
25,124,5.49,3,15.45
25,82,6.32,11,32.58
34,110,6.98,12,36.58
26,103,6.59,1,14.04
27,108,8.04,8,28.66
37,134,6.79,14,40.0
29,112,5.96,3,16.06
51,130,9.55,1,19.08
42,159,7.89,3,20.36
29,153,6.14,5,21.2
36,109,6.66,4,18.95
56,140,7.85,10,34.27
54,139,5.65,5,20.19
33,114,6.92,9,30.5
39,86,5.93,7,24.44
32,85,6.82,11,33.96
56,94,7.18,8,30.05
30,145,7.75,7,27.28
36,96,5.11,7,23.29
48,98,8.46,5,23.95
39,93,9.56,12,40.09
26,128,6.51,14,38.97
24,130,5.52,12,33.46
50,113,9.51,0,16.37
59,100,7.13,2,16.98
51,127,8.44,12,37.91
47,146,8.07,4,21.93
41,137,9.28,9,33.34
57,157,7.44,0,13.91
29,100,8.51,12,37.95
55,106,5.23,0,10.53
41,150,5.05,6,21.99
37,108,8.89,10,35.64
44,88,8.85,1,17.22
51,158,5.76,4,20.24
26,123,8.09,13,39.7
55,107,6.67,3,17.46
57,117,5.98,7,24.65
33,94,9.69,10,36.55
45,94,9.67,11,38.31
52,109,8.38,14,42.75
21,111,9.97,10,36.9
55,119,5.88,0,11.66
39,155,9.14,8,31.27
32,81,7.81,8,28.42
40,101,5.91,3,16.56
53,105,8.12,1,16.06
49,119,9.96,6,28.89
36,87,6.11,4,18.95
34,115,7.34,1,14.35
27,105,5.49,11,32.02
26,86,6.32,12,35.03
41,80,6.48,5,20.3
56,111,7.87,7,27.64
42,157,5.33,5,19.53
39,88,9.42,14,43.36
45,138,9.8,6,29.22
23,123,8.4,8,29.78
56,144,8.35,12,39.17
54,100,6.5,2,15.7
31,99,9.46,8,31.19
47,128,9.1,9,33.82
22,112,5.59,3,15.67
26,97,8.58,10,34.42
22,120,5.63,6,21.41
37,96,6.18,2,14.92
34,92,9.1,4,23.37
30,122,7.38,4,21.93
53,152,7.27,7,26.99
32,144,6.27,10,31.33
52,102,8.09,4,23.4
44,119,5.71,14,38.79
34,113,8.99,6,26.61
25,115,7.67,3,18.04
25,129,9.23,5,25.8
52,157,7.47,13,39.54
53,109,6.47,9,29.52
24,119,5.06,10,29.52
50,91,7.06,13,38.12
37,80,9.73,3,22.15
23,95,9.18,4,23.68
33,129,9.99,11,39.05
56,122,5.78,14,39.67
38,139,8.19,14,41.95
43,84,5.67,6,21.98
55,100,9.53,10,36.62
53,144,6.74,5,22.3
56,100,9.47,13,42.53
37,150,6.02,10,31.47
59,144,5.8,14,40.0
54,102,5.89,10,31.54
32,139,8.9,14,43.87
25,81,9.32,3,20.88
47,113,5.2,14,38.57
33,136,5.74,9,28.37
46,95,5.02,14,37.6
34,153,5.3,12,35.49
52,127,5.45,10,30.98
31,104,6.47,10,31.46
58,147,6.06,5,20.59
36,111,8.31,4,23.22
42,124,9.99,11,39.74
36,119,8.3,9,32.1
33,92,5.0,0,9.18
32,84,5.65,12,33.68
38,96,5.55,6,22.11
49,150,7.09,13,39.41
38,89,6.39,9,29.72
22,138,9.82,10,36.37
22,114,5.85,13,36.96
23,102,8.33,10,33.33
49,135,5.82,14,38.94
28,95,7.71,12,36.89
31,131,5.12,7,23.05
32,106,5.24,12,33.8
52,94,5.16,2,13.38
24,141,5.78,4,18.4
29,85,5.02,14,36.65
44,103,7.46,1,15.04
36,84,6.94,0,11.69
37,150,5.31,0,9.62
42,132,5.39,10,30.93
27,110,8.87,5,25.63
30,114,5.12,7,23.73
49,98,9.6,0,17.34
56,113,6.85,8,29.13
44,80,5.72,7,24.68
34,120,9.3,2,19.39
34,132,6.77,11,33.56
45,159,7.86,5,24.33
42,143,7.47,14,41.54
43,119,7.99,4,21.11
52,141,5.89,5,20.91
46,134,6.98,6,25.04
47,90,6.48,5,20.87
32,131,8.88,2,19.66
39,105,8.92,0,15.02
39,153,9.97,7,31.28
54,127,9.99,3,23.0
52,124,5.48,6,22.81
49,112,7.32,4,21.53
41,143,8.74,12,39.32
55,157,8.36,14,43.5
25,88,7.43,9,30.35
32,157,5.5,4,19.51
27,81,7.34,2,16.06
22,154,9.78,5,26.73
45,93,7.19,13,39.07
30,115,5.14,5,19.9
58,114,7.01,10,31.97
26,143,7.34,14,40.89
47,104,8.7,7,29.13
55,88,6.14,3,16.71
30,156,7.91,5,23.73
29,122,5.87,14,39.31
40,89,8.08,5,23.34
57,136,7.61,1,15.19
55,112,9.3,1,19.22
57,88,7.31,0,13.28
28,133,6.43,9,29.17
51,92,7.66,13,40.14
36,103,7.8,0,13.38
48,141,5.46,14,38.66
26,119,7.85,9,31.14
52,138,8.47,7,30.46
48,135,9.42,10,37.21
31,143,6.07,14,38.71
43,139,7.28,13,39.08
50,102,5.29,0,9.99
29,106,5.82,10,29.81
48,140,9.63,1,18.47
44,123,9.69,2,20.51
48,136,5.21,8,26.36
44,122,7.67,10,33.01
35,141,5.69,4,18.08
59,105,8.52,1,16.57
53,154,8.12,2,19.23
54,143,7.58,12,37.29
42,148,7.6,2,18.17
49,103,8.08,7,26.72
54,152,7.2,2,17.31
30,153,8.66,10,33.86
50,90,8.56,14,42.63
31,146,6.69,0,12.36
54,132,8.6,2,19.18
41,122,6.71,5,22.23
33,106,7.94,6,25.35
45,80,6.06,1,13.02
41,128,6.58,3,18.21
21,127,6.09,6,22.5
25,159,9.94,5,27.45
42,158,8.06,7,28.56
27,132,8.37,7,28.42
33,90,8.19,10,34.02
43,88,5.14,2,13.69
41,140,8.59,14,43.16
26,101,8.89,12,39.2
40,150,6.7,13,39.08
32,123,7.93,5,23.6
29,109,5.14,7,22.87
48,139,6.06,9,30.06
31,134,5.96,5,20.67
52,118,6.28,12,36.1
31,120,6.91,0,12.95
44,88,6.09,0,11.36
35,80,6.14,9,28.67
55,82,9.78,13,42.29
37,148,6.27,11,34.34
45,90,7.83,3,19.95
55,83,8.21,3,20.0
39,112,6.55,13,38.68
51,112,5.34,6,21.38
37,124,7.37,12,36.78
43,99,9.95,4,25.17
21,116,6.43,14,38.97
30,100,5.02,8,24.83
28,137,8.98,3,21.75
46,130,6.26,4,19.13
54,150,9.25,9,34.62
39,95,6.28,10,30.63
34,115,9.36,12,39.72
28,129,9.57,5,26.29
21,154,7.9,2,18.06
45,127,9.17,14,43.32
44,108,9.33,12,39.5
40,121,6.75,13,38.17
50,138,8.29,4,22.65
25,134,8.02,6,26.67
23,153,7.14,11,35.2
52,146,8.78,2,19.84
37,101,7.36,6,24.58
25,81,6.34,5,21.09
31,87,6.39,9,29.55
58,120,5.0,1,11.99
24,90,5.38,7,23.42
59,103,5.71,1,13.32
39,105,8.54,1,16.43
59,114,5.58,9,28.47
43,84,6.1,8,27.11
37,94,7.38,3,18.87
33,93,6.68,1,13.86
47,116,8.91,5,24.86
21,97,5.51,12,33.48
22,155,9.91,14,45.06
38,146,9.13,10,36.18
56,125,7.49,10,34.19
53,147,5.63,6,23.16
56,136,5.48,3,17.03
22,119,5.79,1,11.66
24,124,5.9,5,20.13
36,95,8.77,0,15.26
24,141,9.86,14,45.02
29,102,8.78,13,40.02
41,152,8.84,7,29.27
43,130,9.73,8,33.38
22,80,5.49,7,23.81
23,156,5.5,13,36.15
43,124,9.48,1,18.53
46,83,7.76,3,19.44
27,134,6.24,10,30.98
56,89,6.0,7,24.7
53,109,8.03,9,33.04
56,93,8.18,13,40.03
24,109,8.79,10,34.86
43,84,8.23,2,17.15
45,94,8.6,13,41.97
46,96,8.57,11,37.73
48,127,5.26,6,21.7
48,155,8.56,7,29.91
41,104,5.8,13,37.17
30,98,7.5,3,18.57
47,138,6.26,14,40.07
35,132,8.4,13,39.99
37,118,6.51,11,33.74
59,84,9.56,4,24.65
55,119,5.24,10,30.29
25,137,7.36,12,37.02
36,157,7.14,1,14.79
43,85,5.96,13,36.77
59,98,5.35,6,22.51
29,147,6.13,14,38.57
53,103,5.65,12,34.57
55,98,5.93,8,27.42
44,138,9.29,10,37.4
44,140,8.62,6,28.39
44,111,5.71,10,30.3
39,124,9.51,13,42.52
59,114,9.44,4,24.67
45,133,6.26,13,36.59
51,81,5.24,10,29.33
58,153,8.47,1,16.69
45,124,7.91,7,27.87
47,112,6.88,3,18.43
52,102,5.24,12,33.75
31,115,5.65,2,14.21
25,148,8.01,3,19.72
53,159,8.36,14,43.28
39,150,6.03,0,11.29
36,88,7.24,8,27.92
55,128,9.37,13,43.67
31,105,6.2,6,23.13
31,106,9.38,7,30.21
30,120,6.44,4,19.06
54,151,9.29,14,44.31
25,85,7.89,3,19.04
43,145,8.77,13,42.06
45,140,6.7,8,28.0
49,146,5.7,4,18.7
33,145,5.74,6,22.03
52,156,5.82,6,23.87
54,122,6.01,4,18.51
32,104,9.41,7,28.71
44,141,7.45,0,13.66
41,92,6.1,10,30.48
49,103,8.14,1,16.5
43,138,5.42,14,38.42
53,156,5.92,10,30.93
28,117,7.77,1,15.08
33,87,7.42,3,18.24
25,137,6.11,13,36.66
30,109,5.24,14,36.76
34,98,8.01,8,29.51
44,109,9.43,4,24.47
31,134,8.84,13,42.37
23,125,6.01,14,38.54
49,117,8.49,2,18.9
50,96,6.16,14,38.97
57,159,8.82,5,25.64
27,138,8.78,5,24.75
37,116,6.11,11,33.1
40,134,5.1,14,38.39
31,85,7.61,5,22.96
45,145,8.16,2,18.5
44,148,6.37,13,38.14
22,121,7.09,12,36.12
47,144,7.29,4,21.26
39,159,8.64,12,39.84
49,89,5.97,11,33.42
57,119,5.46,5,20.23
31,131,6.35,7,25.86
39,103,7.49,3,18.86
48,138,5.69,3,16.14
59,100,6.14,8,27.88
41,131,7.48,0,13.17
46,158,8.61,8,31.75
42,84,5.13,6,20.55
26,115,7.85,9,31.41
31,101,6.92,8,27.62
34,87,7.81,10,33.97
56,131,8.2,2,18.58
22,80,5.18,7,23.43
40,107,7.69,4,21.58
42,110,9.73,7,30.27
59,132,7.11,14,41.64
24,103,9.56,0,15.8
49,124,9.86,13,43.26
44,86,8.1,8,30.03
21,81,7.59,6,24.82
44,152,8.86,12,39.91
50,142,8.95,1,18.19
32,120,8.12,2,18.27
39,102,5.0,6,21.35
57,129,8.26,8,31.09
24,153,9.41,11,38.2
35,112,5.34,4,18.03
40,122,6.49,10,30.08
40,134,9.28,10,35.36
41,130,8.13,1,16.71
30,116,5.57,4,18.17
50,142,7.98,5,23.56
44,146,8.09,10,34.47
58,124,5.55,0,10.81
23,150,5.86,10,31.35
49,128,7.92,6,26.17
28,80,7.06,2,16.6
49,133,6.16,5,21.83
30,115,8.14,11,35.79
25,144,5.55,7,23.8
31,120,5.57,5,20.15
24,129,5.05,2,13.6
55,128,8.27,3,21.37
32,126,9.66,12,40.48
41,89,5.1,3,15.36
36,123,7.01,13,37.54
34,123,5.88,10,31.17
41,83,8.23,14,42.52
47,143,7.24,2,17.07
56,99,7.95,3,20.4
21,133,9.2,14,43.39
21,158,7.84,1,15.68
42,120,7.68,5,23.59
35,109,5.72,2,13.94
40,150,7.31,13,40.19
23,120,8.14,11,35.4
34,87,8.53,9,31.83
29,150,5.41,12,34.58
39,148,8.42,10,35.0
54,111,5.98,4,19.06
24,159,8.31,3,20.31
53,119,6.4,13,37.76
57,141,7.95,5,24.06
22,106,5.78,11,33.16
47,118,9.8,3,22.32
37,112,8.5,14,42.05
51,145,6.27,5,22.04
26,158,9.16,9,34.83
51,150,9.78,5,28.0
23,92,7.71,10,33.41
23,108,6.74,14,39.63
53,147,5.95,13,37.54
33,89,8.09,5,22.61
41,155,6.25,9,30.8
57,137,9.43,12,41.05
36,106,6.36,5,22.37
41,137,5.53,14,38.58
33,149,9.94,5,27.34
24,124,6.94,1,14.64
51,129,8.28,2,17.72
29,127,6.33,12,35.2
53,122,6.25,1,13.83
57,93,7.15,3,19.83
57,123,9.24,14,44.88
44,107,7.82,5,24.11
45,140,7.62,1,15.83
49,117,6.93,9,30.48
56,150,6.24,11,33.37
35,154,8.81,6,27.89
38,112,5.08,13,35.37
40,146,9.69,10,36.67
25,101,8.85,11,37.02
38,92,6.6,3,17.33
21,85,9.19,5,25.67
39,143,6.7,10,32.26
43,133,6.59,0,11.8
46,122,6.54,1,13.99
49,134,7.01,7,27.2
54,107,9.13,6,27.49
39,137,6.3,3,17.39
38,94,8.1,5,24.21
22,103,5.83,2,14.63
47,141,9.95,7,30.66
26,144,6.11,10,31.26
59,105,9.16,6,28.53
26,140,6.17,8,25.83
26,80,7.24,4,20.7
51,125,6.3,1,14.63
50,80,8.69,2,19.0
41,130,8.31,5,24.12
38,115,5.59,0,10.39
43,148,9.01,1,17.84
58,148,9.49,0,16.1
43,145,5.33,12,33.25
48,154,5.49,11,32.2
56,109,5.3,9,27.13
45,87,6.3,2,14.93
27,81,9.69,7,29.44
38,104,5.95,3,16.34
40,98,9.81,10,36.23
25,150,6.51,11,33.98
38,93,8.87,6,26.93
53,83,7.96,8,28.97
35,125,6.11,13,37.14
55,112,9.31,10,36.89
21,116,5.22,4,17.93
41,109,5.05,3,15.51
28,157,7.18,14,41.09
27,106,7.1,8,29.69
50,92,8.29,9,32.22
58,150,5.16,4,18.57
55,117,8.41,8,31.06
22,131,7.73,9,30.9
28,152,6.64,3,18.47
58,145,7.38,9,31.04
24,119,5.33,9,27.16
57,117,7.22,8,28.95
41,120,7.73,9,31.16
33,84,8.22,12,37.85
29,143,5.04,6,21.16
49,135,8.84,10,35.85
44,128,6.5,13,37.89
36,138,6.79,8,28.34
32,118,8.75,3,20.79
22,159,9.92,9,35.28
39,134,7.72,12,36.86
50,154,5.53,6,22.45
36,157,8.16,2,18.7
44,143,10.0,9,34.69
33,82,5.01,10,28.71
25,87,5.26,2,13.65
43,158,7.22,9,31.75
58,152,5.07,9,27.96
51,95,6.65,2,16.44
37,105,6.07,2,15.0
23,111,7.99,9,31.23
46,87,6.09,12,35.02
33,139,6.49,3,18.68
58,153,9.69,9,35.8
42,91,8.26,9,32.17
41,155,8.89,11,38.41
49,138,7.68,1,16.35
59,138,5.54,5,20.07
25,153,7.22,8,28.35
34,113,6.06,6,22.29
38,109,6.32,11,32.87
24,123,9.21,4,22.94
53,117,9.47,1,18.26
59,104,6.12,9,29.59
40,103,7.22,12,36.44
33,140,9.85,4,24.63
56,88,8.06,14,42.3
24,127,9.04,12,39.58
55,131,7.7,8,29.9
28,149,7.44,0,13.31
56,143,8.62,9,32.29
26,115,6.6,5,21.82
42,99,8.21,3,20.31
26,129,7.59,5,23.95
56,91,8.63,3,21.19
29,86,5.69,14,38.29
36,119,8.38,10,33.52
59,121,8.19,2,18.06
58,146,9.52,1,19.06
53,129,6.88,12,36.83
38,120,9.27,10,35.59
32,103,5.17,10,28.96
47,148,6.41,8,27.87
21,92,5.47,12,32.76
35,113,6.25,1,12.72
47,82,6.69,4,20.09
36,152,8.1,6,25.61
41,82,5.32,6,22.13
21,103,6.05,1,12.54
49,153,8.63,1,17.65
23,114,8.44,0,14.16
32,99,7.89,13,39.43
48,123,8.52,10,34.45
59,155,8.61,7,30.26
57,127,6.04,1,13.6
51,122,7.66,9,32.76
51,155,8.58,9,33.92
53,147,8.34,1,16.79
53,151,7.35,12,36.96
31,150,7.15,12,37.12
49,134,6.27,8,27.94
45,105,6.93,6,23.82
33,110,8.31,3,20.07
39,133,6.98,10,32.25
56,135,7.86,13,40.08
48,135,9.72,6,28.88
24,132,5.24,9,27.48
23,151,8.77,7,29.71
58,140,8.64,3,21.18
57,113,7.52,5,23.16
45,125,5.73,3,16.46
55,159,6.78,3,19.37
49,153,6.55,9,30.79
49,129,8.56,2,19.49
32,148,7.51,7,27.23
55,90,6.76,10,31.89
40,154,8.21,9,32.94
37,97,6.29,0,10.87
32,110,8.21,0,14.35
56,141,9.88,11,39.59
30,102,6.03,1,12.68
38,132,5.49,13,38.15
50,141,9.64,0,16.88
28,153,6.79,4,21.14
33,96,8.33,7,28.73
51,120,6.74,7,26.35
26,87,9.15,10,34.94
27,110,7.45,12,36.23
41,128,6.56,13,38.27
58,136,9.09,7,30.56
48,127,6.3,4,19.41
41,132,8.63,0,14.83
41,141,6.64,2,15.76
44,129,7.24,7,27.38
47,134,8.13,6,27.12
47,88,8.27,12,37.74
33,111,7.34,2,16.32
49,136,5.72,4,18.85
59,84,8.76,10,35.57
48,144,9.43,9,34.8
57,129,9.58,5,27.39
49,142,5.49,13,35.46
42,137,8.59,8,30.86
56,136,6.04,9,30.08
50,88,5.51,10,30.99
48,105,5.36,0,9.95
43,142,5.02,8,25.55
53,145,9.61,5,26.5
24,113,8.03,3,20.02
23,85,8.02,14,41.94
52,141,9.06,1,18.21
24,154,9.31,12,38.88
21,120,5.02,8,25.35
32,133,8.77,4,22.88
33,115,6.94,5,22.46
54,81,6.64,1,13.89
49,106,8.72,3,21.76
29,97,7.15,0,12.33
51,156,9.93,11,39.43
27,90,9.21,7,29.21
33,157,5.96,14,39.94
22,123,7.57,5,22.8
53,83,8.52,11,37.07
27,156,6.66,7,26.37
38,122,5.84,2,14.87
28,118,7.2,3,18.64
32,138,5.62,6,22.48
50,104,6.18,5,22.04
29,158,8.6,14,43.25
48,134,7.03,4,21.23
24,144,7.19,3,18.69
59,104,8.15,10,35.18
37,116,6.91,1,14.15
31,154,7.23,7,27.12
22,159,8.77,7,28.23
43,133,7.62,6,25.71
42,152,9.18,0,15.81
46,107,8.3,14,42.29
32,131,7.32,9,30.51
52,143,9.56,10,36.69
29,117,7.08,14,41.13
25,123,9.78,4,24.44
46,141,9.42,8,31.98
27,147,6.56,12,35.93
49,117,5.11,9,28.22
53,129,6.41,0,11.85
44,140,7.31,12,37.54
45,107,9.49,5,25.21
51,149,6.0,8,26.95
49,110,9.78,9,34.99
25,136,9.9,4,23.97
58,89,7.38,6,25.34
